age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,
53,blue-collar,married,secondary,no,5700,yes,no,unknown,14,may,97,1,-1,0,unknown,no,
54,management,married,tertiary,no,11,no,no,unknown,14,may,452,2,-1,0,unknown,no,
55,blue-collar,married,primary,no,82,yes,no,unknown,8,may,292,2,-1,0,unknown,no,
31,admin.,married,secondary,no,413,yes,no,unknown,14,may,574,2,-1,0,unknown,no,
41,blue-collar,married,secondary,no,343,yes,no,unknown,14,may,89,7,-1,0,unknown,no,
55,blue-collar,married,primary,no,82,yes,no,unknown,8,may,292,2,-1,0,unknown,no,
55,blue-collar,married,primary,no,828,yes,no,unknown,30,may,246,1,-1,0,unknown,no,
56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no,
51,management,married,primary,no,98,yes,no,unknown,7,may,114,2,-1,0,unknown,no,
52,technician,single,secondary,no,-181,yes,no,unknown,7,may,94,2,-1,0,unknown,no,
56,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no,
57,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no,
44,self-employed,married,secondary,no,264,yes,no,unknown,13,may,198,2,-1,0,unknown,no,
49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no,
52,technician,married,secondary,no,5006,yes,no,unknown,15,may,112,1,-1,0,unknown,no,
53,blue-collar,divorced,primary,no,2477,yes,no,unknown,13,may,175,2,-1,0,unknown,no,
54,blue-collar,divorced,primary,no,138,yes,no,unknown,4,jun,173,10,-1,0,unknown,no,
52,blue-collar,single,secondary,no,510,yes,no,unknown,4,jun,324,1,-1,0,unknown,no,
53,services,married,secondary,no,579,no,no,unknown,4,jun,1224,7,-1,0,unknown,no,
54,blue-collar,divorced,primary,no,138,yes,no,unknown,4,jun,173,10,-1,0,unknown,no,
55,services,divorced,secondary,no,91,no,no,unknown,5,may,349,1,-1,0,unknown,no,
56,blue-collar,married,secondary,no,25,yes,no,unknown,19,may,264,1,-1,0,unknown,no,
57,blue-collar,married,unknown,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no,
49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no,
52,technician,married,secondary,no,5006,yes,no,unknown,15,may,112,1,-1,0,unknown,no,
55,management,married,secondary,no,0,yes,no,unknown,13,may,309,2,-1,0,unknown,no,
57,blue-collar,married,primary,no,162,yes,no,unknown,6,may,155,2,-1,0,unknown,no,
44,self-employed,married,secondary,no,264,yes,no,unknown,13,may,198,2,-1,0,unknown,no,
53,blue-collar,divorced,primary,no,2477,yes,no,unknown,13,may,175,2,-1,0,unknown,no,
57,blue-collar,married,unknown,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no,
55,housemaid,divorced,tertiary,no,6920,yes,no,unknown,6,may,406,3,-1,0,unknown,no,
57,technician,married,secondary,no,402,yes,no,unknown,6,may,153,3,-1,0,unknown,no,
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no,
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no,
58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,no,
35,management,married,tertiary,no,949,yes,no,unknown,27,may,245,2,-1,0,unknown,no,
40,admin.,married,secondary,no,2,yes,no,unknown,16,may,29,1,-1,0,unknown,no,
45,self-employed,married,unknown,no,-257,no,no,unknown,16,may,448,2,-1,0,unknown,no,
45,admin.,married,secondary,no,967,no,no,unknown,9,jun,63,1,-1,0,unknown,no,
46,blue-collar,married,secondary,no,442,yes,no,unknown,7,may,105,2,-1,0,unknown,no,
47,admin.,divorced,secondary,no,-364,yes,yes,unknown,9,jun,240,2,-1,0,unknown,no,
48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown,yes,
51,management,married,tertiary,no,1944,yes,no,unknown,27,may,217,2,-1,0,unknown,no,
45,admin.,divorced,secondary,no,1126,yes,no,unknown,27,may,172,1,-1,0,unknown,no,
46,blue-collar,married,primary,no,-326,yes,no,unknown,27,may,59,4,-1,0,unknown,no,
49,admin.,divorced,secondary,no,-203,yes,no,unknown,27,may,364,2,-1,0,unknown,no,
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,27,may,723,2,-1,0,unknown,no,
52,admin.,divorced,secondary,no,-342,no,no,unknown,19,may,153,1,-1,0,unknown,no,
53,management,single,secondary,no,5558,yes,no,unknown,16,may,286,3,-1,0,unknown,no,
37,management,married,tertiary,no,5205,yes,no,unknown,23,may,493,2,-1,0,unknown,no,
39,management,married,tertiary,no,540,yes,yes,unknown,23,may,1066,2,-1,0,unknown,no,
42,admin.,single,tertiary,no,3465,yes,no,unknown,23,may,373,9,-1,0,unknown,no,
39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no,
45,self-employed,married,unknown,no,-257,no,no,unknown,16,may,448,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
45,admin.,divorced,secondary,no,875,yes,yes,unknown,23,may,292,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
53,blue-collar,married,primary,no,3316,yes,no,unknown,23,may,331,6,-1,0,unknown,no,
49,admin.,divorced,secondary,no,-203,yes,no,unknown,27,may,364,2,-1,0,unknown,no,
53,blue-collar,married,primary,no,3316,yes,no,unknown,23,may,331,6,-1,0,unknown,no,
54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,may,312,1,-1,0,unknown,no,
55,technician,married,secondary,no,726,yes,no,unknown,16,may,271,1,-1,0,unknown,no,
56,blue-collar,divorced,primary,no,-216,yes,no,unknown,26,may,336,1,-1,0,unknown,no,
57,entrepreneur,married,unknown,no,618,yes,no,unknown,8,may,10,7,-1,0,unknown,no,
48,technician,married,secondary,no,522,yes,no,unknown,19,may,71,1,-1,0,unknown,no,
55,blue-collar,married,primary,no,82,yes,no,unknown,8,may,292,2,-1,0,unknown,no,
57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,may,275,1,-1,0,unknown,no,
58,blue-collar,divorced,unknown,no,29,yes,no,unknown,6,may,253,1,-1,0,unknown,no,
55,services,married,secondary,no,1695,yes,no,unknown,3,jun,69,2,-1,0,unknown,no,
43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no,
43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no,
51,management,married,tertiary,no,1355,yes,no,unknown,3,jun,272,1,-1,0,unknown,no,
54,blue-collar,divorced,unknown,no,1545,yes,no,unknown,3,jun,148,2,-1,0,unknown,no,
30,admin.,married,secondary,no,457,yes,no,unknown,3,jun,384,5,-1,0,unknown,no,
54,blue-collar,divorced,unknown,no,1545,yes,no,unknown,3,jun,148,2,-1,0,unknown,no,
29,blue-collar,married,secondary,no,-475,yes,no,unknown,3,jun,538,2,-1,0,unknown,no,
35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,117,1,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
54,blue-collar,divorced,unknown,no,1545,yes,no,unknown,3,jun,148,2,-1,0,unknown,no,
29,blue-collar,married,secondary,no,-475,yes,no,unknown,3,jun,538,2,-1,0,unknown,no,
35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,117,1,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
58,technician,married,secondary,no,786,yes,no,unknown,7,may,165,3,-1,0,unknown,no,
46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no,
38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no,
39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no,
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no,
48,management,divorced,tertiary,no,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
53,blue-collar,married,primary,no,358,yes,no,unknown,3,jun,384,1,-1,0,unknown,no,
55,admin.,divorced,secondary,no,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no,
58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no,
53,services,married,secondary,no,579,no,no,unknown,4,jun,1224,7,-1,0,unknown,no,
54,blue-collar,divorced,primary,no,138,yes,no,unknown,4,jun,173,10,-1,0,unknown,no,
52,blue-collar,single,secondary,no,510,yes,no,unknown,4,jun,324,1,-1,0,unknown,no,
53,services,married,secondary,no,579,no,no,unknown,4,jun,1224,7,-1,0,unknown,no,
54,blue-collar,divorced,primary,no,138,yes,no,unknown,4,jun,173,10,-1,0,unknown,no,
57,blue-collar,married,primary,no,2892,yes,no,unknown,4,jun,235,5,-1,0,unknown,no,
52,management,married,secondary,no,4096,yes,no,unknown,4,jun,208,4,-1,0,unknown,no,
49,blue-collar,married,secondary,no,203,no,no,unknown,4,jun,167,1,-1,0,unknown,no,
50,admin.,divorced,secondary,no,3423,yes,yes,unknown,4,jun,192,6,-1,0,unknown,no,
51,blue-collar,married,unknown,no,226,yes,no,unknown,4,jun,17,13,-1,0,unknown,no,
58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no,
48,management,divorced,tertiary,no,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,no,
53,blue-collar,married,primary,no,358,yes,no,unknown,3,jun,384,1,-1,0,unknown,no,
55,admin.,divorced,secondary,no,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no,
48,services,divorced,secondary,no,4408,yes,no,unknown,3,jun,106,6,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no,
39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no,
38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no,
39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
58,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no,
46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no,
58,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no,
46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no,
38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no,
39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
54,blue-collar,divorced,unknown,no,1545,yes,no,unknown,3,jun,148,2,-1,0,unknown,no,
29,blue-collar,married,secondary,no,-475,yes,no,unknown,3,jun,538,2,-1,0,unknown,no,
35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,117,1,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
54,blue-collar,divorced,unknown,no,1545,yes,no,unknown,3,jun,148,2,-1,0,unknown,no,
29,blue-collar,married,secondary,no,-475,yes,no,unknown,3,jun,538,2,-1,0,unknown,no,
35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,117,1,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no,
58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no,
46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no,
38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no,
39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no,
48,management,divorced,tertiary,no,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
53,blue-collar,married,primary,no,358,yes,no,unknown,3,jun,384,1,-1,0,unknown,no,
55,admin.,divorced,secondary,no,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no,
58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no,
58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no,
48,management,divorced,tertiary,no,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,no,
53,blue-collar,married,primary,no,358,yes,no,unknown,3,jun,384,1,-1,0,unknown,no,
55,admin.,divorced,secondary,no,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no,
48,services,divorced,secondary,no,4408,yes,no,unknown,3,jun,106,6,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no,
39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no,
38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no,
39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
58,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no,
46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no,
58,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no,
46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no,
38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no,
39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no,
59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no,
38,blue-collar,single,secondary,no,5891,yes,no,unknown,27,may,160,3,-1,0,unknown,no,
40,admin.,married,primary,no,189,yes,no,unknown,27,may,160,2,-1,0,unknown,no,
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no,
49,services,single,primary,no,114,yes,no,unknown,7,may,99,2,-1,0,unknown,no,
49,services,single,primary,no,114,yes,no,unknown,7,may,99,2,-1,0,unknown,no,
50,blue-collar,married,secondary,no,74,yes,yes,unknown,27,may,146,1,-1,0,unknown,no,
51,blue-collar,divorced,secondary,no,421,yes,no,unknown,6,may,216,2,-1,0,unknown,no,
52,services,married,secondary,no,989,yes,no,unknown,14,may,260,2,-1,0,unknown,no,
42,blue-collar,married,unknown,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,no,
44,technician,married,secondary,no,2626,yes,no,unknown,14,may,567,3,-1,0,unknown,no,
52,services,married,secondary,no,989,yes,no,unknown,14,may,260,2,-1,0,unknown,no,
52,services,married,secondary,no,989,yes,no,unknown,14,may,260,2,-1,0,unknown,no,
42,blue-collar,married,unknown,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,no,
54,technician,single,secondary,no,99,yes,no,unknown,7,may,283,3,-1,0,unknown,no,
56,management,married,primary,no,-24,yes,no,unknown,7,may,305,3,-1,0,unknown,no,
46,blue-collar,single,secondary,no,76,yes,no,unknown,7,may,245,2,-1,0,unknown,no,
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no,
51,technician,married,secondary,no,221,yes,no,unknown,7,may,139,3,-1,0,unknown,no,
58,admin.,married,secondary,no,92,yes,no,unknown,27,may,180,1,-1,0,unknown,no,
58,housemaid,married,primary,no,2348,no,no,unknown,9,jun,226,1,-1,0,unknown,no,
59,admin.,married,secondary,no,230,yes,no,unknown,6,may,190,3,-1,0,unknown,no,
38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,no,
43,management,divorced,tertiary,no,350,yes,no,unknown,4,jun,128,1,-1,0,unknown,no,
32,management,married,tertiary,no,944,yes,yes,unknown,4,jun,292,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no,
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no,
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no,
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no,
51,blue-collar,divorced,secondary,no,421,yes,no,unknown,6,may,216,2,-1,0,unknown,no,
50,blue-collar,married,primary,no,156,yes,no,unknown,7,may,117,3,-1,0,unknown,no,
51,services,divorced,secondary,no,-69,yes,no,unknown,7,may,216,3,-1,0,unknown,no,
52,services,married,secondary,no,989,yes,no,unknown,14,may,260,2,-1,0,unknown,no,
42,blue-collar,married,unknown,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,no,
55,technician,single,tertiary,no,92,yes,no,unknown,7,may,118,3,-1,0,unknown,no,
46,services,married,secondary,no,89,yes,no,unknown,7,may,479,2,-1,0,unknown,no,
55,technician,single,tertiary,no,92,yes,no,unknown,7,may,118,3,-1,0,unknown,no,
56,unemployed,married,secondary,no,660,yes,no,unknown,6,jun,72,3,-1,0,unknown,no,
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no,
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no,
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no,
58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,133,1,-1,0,unknown,no,
58,housemaid,married,primary,no,2348,no,no,unknown,9,jun,226,1,-1,0,unknown,no,
59,housemaid,divorced,unknown,no,873,yes,no,unknown,7,may,152,3,-1,0,unknown,no,
38,blue-collar,single,secondary,no,5891,yes,no,unknown,27,may,160,3,-1,0,unknown,no,
44,technician,married,secondary,no,296,yes,yes,unknown,5,jun,169,1,-1,0,unknown,no,
44,technician,married,secondary,no,533,no,no,unknown,5,jun,74,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no,
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,27,may,723,2,-1,0,unknown,no,
52,housemaid,married,primary,no,1340,no,no,unknown,5,jun,175,1,-1,0,unknown,no,
53,management,married,tertiary,no,1619,no,no,unknown,5,jun,89,1,-1,0,unknown,no,
57,management,married,tertiary,no,561,no,no,unknown,5,jun,21,1,-1,0,unknown,no,
58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,133,1,-1,0,unknown,no,
55,retired,divorced,secondary,no,282,yes,no,unknown,5,jun,99,2,-1,0,unknown,no,
44,technician,married,secondary,no,296,yes,yes,unknown,5,jun,169,1,-1,0,unknown,no,
57,technician,married,primary,no,67,no,no,unknown,5,jun,67,1,-1,0,unknown,no,
58,housemaid,married,primary,no,2348,no,no,unknown,9,jun,226,1,-1,0,unknown,no,
59,management,divorced,tertiary,no,844,no,yes,unknown,27,may,100,2,-1,0,unknown,no,
38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,no,
43,management,divorced,tertiary,no,350,yes,no,unknown,4,jun,128,1,-1,0,unknown,no,
32,management,married,tertiary,no,944,yes,yes,unknown,4,jun,292,1,-1,0,unknown,no,
44,technician,married,secondary,no,296,yes,yes,unknown,5,jun,169,1,-1,0,unknown,no,
44,technician,married,secondary,no,533,no,no,unknown,5,jun,74,1,-1,0,unknown,no,
52,housemaid,married,primary,no,1340,no,no,unknown,5,jun,175,1,-1,0,unknown,no,
54,blue-collar,married,secondary,no,2957,yes,no,unknown,4,jun,392,2,-1,0,unknown,no,
54,blue-collar,married,secondary,no,2957,yes,no,unknown,4,jun,392,2,-1,0,unknown,no,
54,blue-collar,married,secondary,no,2957,yes,no,unknown,4,jun,392,2,-1,0,unknown,no,
39,blue-collar,married,primary,no,0,yes,no,unknown,4,jun,112,4,-1,0,unknown,no,
52,admin.,divorced,secondary,no,1049,no,yes,unknown,4,jun,80,6,-1,0,unknown,no,
57,technician,married,primary,no,67,no,no,unknown,5,jun,67,1,-1,0,unknown,no,
59,blue-collar,married,secondary,no,87,no,no,unknown,4,jun,65,10,-1,0,unknown,no,
59,blue-collar,married,secondary,no,87,no,no,unknown,4,jun,65,10,-1,0,unknown,no,
38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,no,
43,management,divorced,tertiary,no,350,yes,no,unknown,4,jun,128,1,-1,0,unknown,no,
32,management,married,tertiary,no,944,yes,yes,unknown,4,jun,292,1,-1,0,unknown,no,
59,blue-collar,married,secondary,no,87,no,no,unknown,4,jun,65,10,-1,0,unknown,no,
59,blue-collar,married,secondary,no,87,no,no,unknown,4,jun,65,10,-1,0,unknown,no,
38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,no,
43,management,divorced,tertiary,no,350,yes,no,unknown,4,jun,128,1,-1,0,unknown,no,
32,management,married,tertiary,no,944,yes,yes,unknown,4,jun,292,1,-1,0,unknown,no,
60,retired,married,primary,no,60,yes,no,unknown,5,may,219,1,-1,0,unknown,no,
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no,
37,technician,single,secondary,no,864,yes,no,unknown,30,may,171,1,-1,0,unknown,no,
38,housemaid,married,tertiary,no,5669,yes,no,unknown,30,may,31,1,-1,0,unknown,no,
37,technician,single,secondary,no,864,yes,no,unknown,30,may,171,1,-1,0,unknown,no,
38,housemaid,married,tertiary,no,5669,yes,no,unknown,30,may,31,1,-1,0,unknown,no,
40,blue-collar,married,primary,no,1061,yes,no,unknown,15,may,191,4,-1,0,unknown,no,
41,entrepreneur,married,unknown,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no,
41,blue-collar,married,secondary,no,140,yes,no,unknown,6,may,311,3,-1,0,unknown,no,
42,admin.,married,secondary,yes,-1300,no,no,unknown,14,may,89,1,-1,0,unknown,no,
43,technician,single,secondary,no,33,yes,no,unknown,27,may,93,10,-1,0,unknown,no,
44,services,divorced,secondary,no,240,yes,no,unknown,8,may,155,2,-1,0,unknown,no,
44,services,divorced,secondary,no,240,yes,no,unknown,8,may,155,2,-1,0,unknown,no,
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no,
45,services,married,secondary,no,1259,yes,no,unknown,6,may,507,1,-1,0,unknown,no,
46,admin.,divorced,tertiary,no,846,yes,no,unknown,8,may,369,2,-1,0,unknown,no,
47,management,married,primary,no,1222,yes,no,unknown,8,may,28,3,-1,0,unknown,no,
46,admin.,divorced,tertiary,no,846,yes,no,unknown,8,may,369,2,-1,0,unknown,no,
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no,
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no,
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no,
47,admin.,single,tertiary,no,1192,yes,no,unknown,15,may,217,2,-1,0,unknown,no,
48,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown,no,
49,services,married,secondary,no,245,yes,yes,unknown,6,may,318,1,-1,0,unknown,no,
43,admin.,married,unknown,no,350,no,no,unknown,6,may,437,1,-1,0,unknown,no,
50,management,divorced,tertiary,no,318,yes,no,unknown,16,may,788,2,-1,0,unknown,no,
51,admin.,divorced,secondary,no,115,yes,yes,unknown,8,may,136,1,-1,0,unknown,no,
52,admin.,married,primary,no,270,yes,no,unknown,7,may,294,2,-1,0,unknown,no,
52,admin.,married,primary,no,270,yes,no,unknown,7,may,294,2,-1,0,unknown,no,
53,blue-collar,married,secondary,no,1570,yes,no,unknown,13,may,29,1,-1,0,unknown,no,
48,management,married,unknown,no,54,yes,no,unknown,16,may,293,7,-1,0,unknown,no,
51,blue-collar,divorced,primary,no,83,yes,no,unknown,16,may,24,4,-1,0,unknown,no,
51,management,married,tertiary,no,0,yes,no,unknown,16,may,59,5,-1,0,unknown,no,
54,services,married,secondary,no,88,yes,no,unknown,13,may,190,1,-1,0,unknown,no,
52,technician,married,tertiary,no,1405,yes,yes,unknown,30,may,255,1,-1,0,unknown,no,
54,management,divorced,tertiary,no,129,yes,no,unknown,30,may,132,1,-1,0,unknown,no,
55,technician,married,secondary,no,6958,yes,yes,unknown,13,may,178,2,-1,0,unknown,no,
55,admin.,married,secondary,no,9039,yes,no,unknown,15,may,187,6,-1,0,unknown,no,
56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,yes,
52,entrepreneur,married,tertiary,no,618,yes,yes,unknown,14,may,166,2,-1,0,unknown,no,
56,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no,
56,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no,
